uniqueid,기준분기,상권구분,상권지역,서비스업종,분기매출,분기당매출건수,주중매출금액,주말매출금액
YH289,4분기,전통시장,성동용답상가시장,시계및귀금속,84295271,354,52636411,31658860
YH290,4분기,전통시장,수유프라자,가구,60770432,233,37674864,23095568
YH291,4분기,발달상권,서울세관,시계및귀금속,287995392,2330,287677543,317849
YH292,4분기,전통시장,청량리전통시장,가전제품,42211283,428,40785914,1425369
YH293,4분기,전통시장,월정로시장,시계및귀금속,38864687,73,23521620,15343067
YH294,4분기,전통시장,동묘시장(동묘벼룩시장),가전제품,30134873,614,30134873,0
YH295,4분기,전통시장,비단길현대시장(현대시장),시계및귀금속,243357543,312,213119060,30238483
YH296,4분기,전통시장,전곡시장,가전제품,192729548,637,185566360,7163188
YH297,4분기,전통시장,삼양골목시장(삼양시장),시계및귀금속,2079117,12,2079117,0
YH298,4분기,전통시장,대림상가(청계상가),가전제품,6264218499,15184,6249794192,14424307
YH299,4분기,전통시장,"남부골목시장(남부화곡시장, 남부시장)",시계및귀금속,85995144,303,82293846,3701298
YH300,4분기,전통시장,신당 미래유산 먹거리 골목형상점가,시계및귀금속,401135,7,401135,0
YH301,4분기,전통시장,후암시장,시계및귀금속,20807259,71,20807259,0
YH302,4분기,발달상권,"총신대입구역(이수, 총신대)",가전제품,501030747,1665,370900832,130129915
YH303,4분기,전통시장,능동로골목시장,시계및귀금속,105799591,279,99163007,6636584
YH304,4분기,전통시장,목동깨비시장(목3동시장),가구,37879909,170,29722251,8157658
YH305,4분기,발달상권,선릉역,가구,637254848,25091,479039180,158215668
YH306,4분기,전통시장,신정1동 골목시장(신정제일시장),시계및귀금속,1275322,38,1243117,32205
YH307,4분기,전통시장,종로신진시장,시계및귀금속,6715313,168,3547712,3167601
YH308,4분기,전통시장,세운상가가동,가전제품,2695149344,17761,2494384361,200764983
YH309,4분기,발달상권,왕십리역(왕십리),가구,360000000,503,278167140,81832860
YH310,4분기,전통시장,중랑동부시장(중랑교종합상가),시계및귀금속,6945345,51,5933446,1011899
YH311,4분기,전통시장,신영시장,가구,24094240,253,19347126,4747114
YH312,4분기,전통시장,홍대 걷고싶은 거리,시계및귀금속,116578500,1001,74453894,42124606
YH313,4분기,전통시장,정릉아리랑시장,가구,78661631,100,78661631,0
YH314,4분기,전통시장,관악중부시장,가구,181691563,306,114941439,66750124
YH315,4분기,전통시장,독산동 맛나는거리상점가(독산동 맛나는거리),시계및귀금속,66074027,46,63003461,3070566
YH316,4분기,전통시장,화곡중앙시장,가구,28524590,35,11690405,16834185
YH317,4분기,전통시장,중랑동부시장,가전제품,165730106,570,130573665,35156441
YH318,4분기,전통시장,월정로시장,가구,5485604,91,5097673,387931
YH319,4분기,전통시장,신아타운,시계및귀금속,14438670,69,14189297,249373
YH320,4분기,전통시장,남대문시장(자유상가),가전제품,235869735,1060,218195565,17674170
YH321,4분기,전통시장,목동깨비시장(목3동시장),시계및귀금속,80478,10,80478,0
YH322,4분기,전통시장,답십리현대시장,가구,6937202,88,6937202,0
YH323,4분기,전통시장,마천중앙시장,가전제품,28254638,357,19261278,8993360
YH324,4분기,전통시장,방이시장,가구,35089774,97,15245902,19843872
YH325,4분기,전통시장,개봉중앙시장,시계및귀금속,26664738,85,25511697,1153041
YH326,4분기,전통시장,동남상가,시계및귀금속,193931095,625,175451495,18479600
YH327,4분기,전통시장,서원동상점가,시계및귀금속,185736900,1044,100075543,85661357
YH328,4분기,전통시장,사당1동먹자골목상점가(사당1동먹자골목),부동산중개업,14537321,73,0,14537321
YH329,4분기,전통시장,숭례문수입상가(남대문시장),시계및귀금속,732093575,608,721136824,10956751
YH330,4분기,전통시장,도림시장,시계및귀금속,19570954,99,19262459,308495
YH331,4분기,전통시장,우리시장,시계및귀금속,2505800,11,0,2505800
YH332,4분기,관광특구,동대문패션타운 관광특구,가전제품,32678986,587,31641997,1036989
YH333,4분기,관광특구,강남 마이스 관광특구,가구,8512320761,3912,5431244041,3081076720
YH334,4분기,전통시장,새마을시장,시계및귀금속,34367095,93,5499647,28867448
YH335,4분기,전통시장,대림중앙 골목형상점가,부동산중개업,14110341,470,14110341,0
YH336,4분기,전통시장,공덕시장,시계및귀금속,6509338,183,6234296,275042
YH337,4분기,전통시장,숭인시장,시계및귀금속,84404232,221,4282540,80121692
YH338,4분기,골목상권,먹골역 5번,가구,162156889,417,103815785,58341104
YH339,4분기,전통시장,남구로시장,가구,35712656,135,11845288,23867368
YH340,4분기,전통시장,연서시장,시계및귀금속,38767140,246,30845934,7921206
YH341,4분기,전통시장,영림시장,부동산중개업,712469304,6505,712469304,0
YH342,4분기,전통시장,도곡시장,가구,8397528,54,4424504,3973024
YH343,4분기,전통시장,까치산시장,가전제품,5403251,201,4312266,1090985
YH344,4분기,관광특구,종로?청계 관광특구,시계및귀금속,12515350585,19070,8205789452,4309561133
YH345,4분기,관광특구,종로?청계 관광특구,가전제품,2782015757,18313,2570842356,211173401
YH346,4분기,관광특구,이태원 관광특구,시계및귀금속,543945287,1069,315267355,228677932
YH347,4분기,골목상권,만리재,시계및귀금속,7951615,55,5163139,2788476
YH348,4분기,골목상권,아차산역 1번,가전제품,47227873,472,44368834,2859039
YH349,4분기,골목상권,시흥초등학교(시흥1동우체국),시계및귀금속,25449586,50,25449586,0
YH350,4분기,골목상권,광진정말공원,시계및귀금속,68290861,293,67452164,838697
YH351,4분기,골목상권,개봉1동주민센터,가구,98471220,287,55059178,43412042
YH352,4분기,골목상권,시흥초등학교(시흥1동우체국),가구,39363504,52,21261314,18102190
YH353,4분기,골목상권,푸른들청소년도서관,시계및귀금속,20400150,108,6473354,13926796
YH354,4분기,골목상권,남구로역 5번,가전제품,2882499,82,378842,2503657
YH355,4분기,골목상권,독산동성당,시계및귀금속,8593064,39,3957901,4635163
YH356,4분기,골목상권,서초소방서,가구,276000000,160,107556941,168443059
YH357,4분기,골목상권,영서중학교,시계및귀금속,27858494,97,27858494,0
YH358,4분기,골목상권,방학1동주민센터,가전제품,498362,11,498362,0
YH359,4분기,골목상권,수락산디자인거리,시계및귀금속,5686158,64,5608485,77673
YH360,4분기,골목상권,행당역 2번,시계및귀금속,86286969,142,83262477,3024492
YH361,4분기,골목상권,수락산역 4번,가구,9754678,8,9754678,0
YH362,4분기,골목상권,방학역 1번,가전제품,1917592825,9513,1642630759,274962066
YH363,4분기,골목상권,쌍문역1번(쌍리단길),시계및귀금속,13734463,56,12491525,1242938
YH364,4분기,골목상권,신창초등학교,가구,10340717,51,6363518,3977199
YH365,4분기,골목상권,역촌노인복지관,시계및귀금속,475305,12,475305,0
YH366,4분기,골목상권,길음역 8번,가구,714482,7,714482,0
YH367,4분기,골목상권,수락산역 4번,가전제품,117000000,379,60429891,56570109
YH368,4분기,골목상권,장스여성병원,가전제품,6000000,26,5446372,553628
YH369,4분기,골목상권,종암아이파크2차,시계및귀금속,4167759,70,2622299,1545460
YH370,4분기,골목상권,은평세무서,가구,58572576,218,48931749,9640827
YH371,4분기,골목상권,연신내역 3번,가구,349789750,916,266565922,83223828
YH372,4분기,골목상권,상월곡역 1번,가전제품,196189743,823,80482106,115707637
YH373,4분기,골목상권,시립서북병원,시계및귀금속,7168133,88,1185457,5982676
YH374,4분기,골목상권,남가좌파출소,시계및귀금속,18485102,131,11096319,7388783
YH375,4분기,골목상권,망우역 1번,가전제품,3288416308,8114,2140008155,1148408153
YH376,4분기,골목상권,전농1동주민센터(전농시장),가구,5272727,128,0,5272727
YH377,4분기,골목상권,면목역 3번,시계및귀금속,3705090,7,3705090,0
YH378,4분기,골목상권,신내1동주민센터,가전제품,2815954,35,2815954,0
YH379,4분기,골목상권,상봉역 4번,부동산중개업,6769231,21,6769231,0
YH380,4분기,골목상권,고려대역 4번,가구,873599,43,276995,596604
YH381,4분기,골목상권,영신초등학교,가전제품,224504173,932,224504173,0
YH382,4분기,골목상권,석촌고분역 1번,가구,111554204,55,0,111554204
YH383,4분기,골목상권,동교초등학교,시계및귀금속,8544296,146,4004632,4539664
YH384,4분기,골목상권,양천향교역 5번,가전제품,22276389,143,18102112,4174277
YH385,4분기,골목상권,금호삼성래미안아파트,시계및귀금속,8943282,15,1823093,7120189
YH386,4분기,골목상권,둔촌동역 1번(한산중학교),시계및귀금속,4654952,108,4538104,116848
YH387,4분기,골목상권,신월2동주민센터,가구,20000000,24,0,20000000
YH388,4분기,골목상권,화곡역 4번,시계및귀금속,1406294,10,0,1406294
YH389,4분기,골목상권,화곡2동주민센터,가구,29445225,64,14880074,14565151
YH390,4분기,골목상권,화원중학교,시계및귀금속,13567388,64,9606865,3960523
YH391,4분기,골목상권,화양사거리,시계및귀금속,18516209,153,10022605,8493604
YH392,4분기,골목상권,곰달래도서관,시계및귀금속,58926228,168,33658470,25267758
YH393,4분기,골목상권,구의역 4번,시계및귀금속,57763425,219,35819778,21943647
YH394,4분기,골목상권,동대부고,가전제품,503824539,1644,456718063,47106476
YH395,4분기,골목상권,창신역 1번,시계및귀금속,189183,22,189183,0
YH396,4분기,골목상권,대흥역 2번,시계및귀금속,238824293,768,154196821,84627472
YH397,4분기,골목상권,체부동홍종문가옥,시계및귀금속,23919206,120,23919206,0
YH398,4분기,골목상권,종로5가역 4번,시계및귀금속,25120643,86,25120643,0
YH399,4분기,골목상권,신방화역 2번,가구,51634183,63,29595203,22038980
YH400,4분기,골목상권,능동우편취급국,가구,75623486,124,43533257,32090229
YH401,4분기,골목상권,명지대학교,시계및귀금속,24934453,179,14549937,10384516
YH402,4분기,골목상권,장안제일시장,시계및귀금속,6744616,30,6744616,0
YH403,4분기,골목상권,송파나루역 2번,시계및귀금속,11075754,120,10908648,167106
YH404,4분기,골목상권,해방촌 남동측,시계및귀금속,33370652,60,28827174,4543478
YH405,4분기,골목상권,언주역 6번,가구,814636095,133,814636095,0
YH406,4분기,골목상권,묘곡초등학교(고덕아이파크아파트),시계및귀금속,6251959,147,6070516,181443
YH407,4분기,골목상권,논현2동주민센터,시계및귀금속,158820430,123,104480795,54339635
YH408,4분기,골목상권,신월2동주민센터,시계및귀금속,51237823,1018,43960999,7276824
YH409,4분기,골목상권,보라매역 2번,시계및귀금속,3266666,167,3266666,0
YH410,4분기,골목상권,석촌역 6번,시계및귀금속,48174193,111,48174193,0
YH411,4분기,골목상권,당곡중학교,시계및귀금속,13572995,90,7434961,6138034
YH412,4분기,골목상권,대림썬프라자,시계및귀금속,9771273,25,8162913,1608360
YH413,4분기,골목상권,우리은행응암동지점,시계및귀금속,43439128,570,35840062,7599066
YH414,4분기,골목상권,금천구청역 1번 출입구,시계및귀금속,46158218,239,41562396,4595822
YH415,4분기,골목상권,봉천역 6번,시계및귀금속,18000000,8,0,18000000
YH416,4분기,골목상권,상도역 5번,시계및귀금속,25762320,136,22648495,3113825
YH417,4분기,골목상권,석수역 1번 출입구,시계및귀금속,390004,8,390004,0
YH418,4분기,골목상권,남구로역 2번,시계및귀금속,10291267,108,8914863,1376404
YH419,4분기,골목상권,그라운드 고척,시계및귀금속,30202703,50,15202703,15000000
YH420,4분기,골목상권,난우초등학교,가구,35141521,104,26328772,8812749
YH421,4분기,골목상권,관악구신사동주민센터,가전제품,18425884,224,11545891,6879993
YH422,4분기,골목상권,문정초등학교,시계및귀금속,2036048,10,2036048,0
YH423,4분기,골목상권,동대문역 1번,시계및귀금속,7313560,51,5309060,2004500
YH424,4분기,골목상권,남구로역 2번,가구,11781155,52,11781155,0
YH425,4분기,골목상권,문정역 2번,시계및귀금속,34317820,164,34226936,90884
YH426,4분기,골목상권,신림역 8번,가구,1203904173,2835,749014940,454889233
YH427,4분기,골목상권,성자초등학교,시계및귀금속,297000000,522,297000000,0
YH428,4분기,골목상권,신정네거리역 2번,가구,34880621,100,34880621,0
YH429,4분기,골목상권,신풍역 6번(신길6동공영주차장),가구,46788095,202,39953315,6834780
YH430,4분기,골목상권,선일여고,시계및귀금속,2832755,12,2832755,0
YH431,4분기,골목상권,대동초등학교,가구,60544176,306,42243669,18300507
YH432,4분기,골목상권,사당역 10번,시계및귀금속,225462529,403,221859198,3603331
YH433,4분기,발달상권,가산디지털단지,부동산중개업,17506221,5,17506221,0
YH434,4분기,발달상권,군자역,가구,4972202469,4945,2513730440,2458472029
YH435,4분기,발달상권,사당역(사당),부동산중개업,62552773,3846,59027349,3525424
YH436,4분기,발달상권,사당역(사당),시계및귀금속,9846408,336,9568413,277995
YH437,4분기,발달상권,오류동역,시계및귀금속,109851169,630,83625658,26225511
YH438,4분기,발달상권,마들역,시계및귀금속,17579230,189,9403283,8175947
YH439,4분기,발달상권,구산역,시계및귀금속,63050708,258,51610147,11440561
YH440,4분기,골목상권,강동구립성내도서관,시계및귀금속,5047198,10,4946254,100944
YH441,4분기,발달상권,구파발역,시계및귀금속,664391449,652,547038721,117352728
YH442,4분기,발달상권,용산전자상가(용산역),가전제품,1.86E+11,527380,1.12E+11,74730468483
YH443,4분기,골목상권,서울지방병무청,가구,187016200,261,187016200,0
YH444,4분기,골목상권,신대방역 4번,시계및귀금속,25425118,56,25340217,84901
YH445,4분기,발달상권,종로3가역,시계및귀금속,2.32E+11,361899,1.84E+11,47809212416
YH446,4분기,발달상권,금호역,시계및귀금속,84395174,425,55351591,29043583
YH447,4분기,발달상권,장안동사거리,시계및귀금속,15441804,827,13580220,1861584
YH448,4분기,발달상권,양재천카페거리,가구,14091000000,81162,8686924882,5404075118
YH449,4분기,발달상권,연신내역,가전제품,53150027,951,39966662,13183365
YH450,4분기,발달상권,언주역(차병원),가구,395037931,54,342000000,53037931
YH451,4분기,발달상권,압구정역,시계및귀금속,2126754828,28798,991297239,1135457589
YH452,4분기,발달상권,미아사거리,시계및귀금속,1174946732,3090,771030695,403916037
YH453,4분기,발달상권,공릉역,시계및귀금속,21499739,42,14028198,7471541
YH454,4분기,발달상권,영등포역(영등포),가구,1352875596,3399,716112488,636763108
YH455,4분기,발달상권,영등포역(영등포),시계및귀금속,10775953524,79707,5973240744,4802712780
YH456,4분기,발달상권,한성대입구역,가구,224051792,108,203748133,20303659
YH457,4분기,발달상권,본서부병원,가전제품,1379822597,4016,967384645,412437952
YH458,4분기,발달상권,인사동,시계및귀금속,1217553380,28180,448583335,768970045
YH459,4분기,발달상권,서대문역,시계및귀금속,19724506,163,19666451,58055
YH460,4분기,발달상권,"신촌역(신촌역, 신촌로터리)",시계및귀금속,380125297,1785,371348071,8777226
YH461,4분기,발달상권,상봉역,가전제품,1237248484,2589,678897367,558351117
YH462,4분기,발달상권,성수대교남단,가구,297125793,197,183999492,113126301
YH463,4분기,발달상권,명동(명동거리),시계및귀금속,1845557520,3474,1836187985,9369535
YH464,4분기,발달상권,서촌(경복궁역),가전제품,227782536,321,227782536,0
YH465,4분기,발달상권,건대입구역(건대),시계및귀금속,484588141,3190,272365542,212222599
YH466,4분기,발달상권,홍대입구역(홍대),시계및귀금속,95879573,729,71888456,23991117
YH467,4분기,발달상권,용산전자상가(용산역),시계및귀금속,174000000,239,153099621,20900379
YH468,4분기,발달상권,상수역(홍대),부동산중개업,521293644,39574,362300692,158992952
YH469,4분기,발달상권,천호역,가구,325600109,1051,158276572,167323537
YH470,4분기,발달상권,종로3가역,가전제품,6077831,167,4562877,1514954
YH471,4분기,발달상권,홍대입구역(홍대),가전제품,17479616,12,17479616,0
YH472,4분기,발달상권,등촌역,가구,2108182897,2432,1061792325,1046390572
YH473,4분기,발달상권,동대문역,시계및귀금속,31295083,59,8504554,22790529
YH474,4분기,발달상권,장한평역(장한평),가구,15000000,38,15000000,0
YH475,4분기,발달상권,구의사거리,시계및귀금속,25296637,140,19911064,5385573
YH476,4분기,발달상권,굽은다리역,시계및귀금속,67789832,132,41846777,25943055
YH477,4분기,발달상권,구의역,시계및귀금속,34769231,354,33010396,1758835
YH478,4분기,발달상권,중림동,가전제품,18589826,26,16727672,1862154
YH479,4분기,발달상권,코엑스,가전제품,1364810577,4605,947592304,417218273
YH480,4분기,발달상권,명일역,시계및귀금속,57483982,532,53104501,4379481
YH481,4분기,발달상권,아차산역,가전제품,381735504,1332,294852273,86883231
YH482,4분기,발달상권,오목교역,시계및귀금속,1025204622,974,978805559,46399063
YH483,4분기,발달상권,가락시장역,가전제품,6966250,12,6966250,0
YH484,4분기,발달상권,신대방삼거리역,시계및귀금속,22013311,333,15990016,6023295
YH485,4분기,발달상권,오목교역,가구,161149280,79,161149280,0
YH486,4분기,발달상권,오금역,가구,176802777,101,176802777,0
YH487,4분기,발달상권,목동사거리,가전제품,4233848201,5676,1888643001,2345205200
YH488,4분기,발달상권,강남역,가구,92871247,288,92871247,0
YH489,4분기,발달상권,논현역,시계및귀금속,164598012,235,137243028,27354984
YH490,4분기,전통시장,영림시장,시계및귀금속,27334683,220,9613524,17721159
YH491,4분기,발달상권,학동사거리,가구,38093822,663,38093822,0
YH492,4분기,발달상권,신용산역(용산역),가구,5732000000,4198,2855729465,2876270535
YH493,4분기,전통시장,공릉동 도깨비시장,가구,21683518,102,19952908,1730610
YH494,4분기,전통시장,강북종합전통시장(강북종합골목시장),시계및귀금속,1837800,57,1797320,40480
YH495,4분기,전통시장,청량리수산시장,가구,411511432,802,353488052,58023380
YH496,4분기,발달상권,독산동,시계및귀금속,218354939,1300,165180938,53174001
YH497,4분기,전통시장,방학동도깨비시장,시계및귀금속,65941383,424,54423935,11517448
YH498,4분기,발달상권,석촌역(석촌호수),시계및귀금속,10609317,91,10402952,206365
YH499,4분기,발달상권,개봉동 현대아파트,가구,38641861,291,38641861,0
YH500,4분기,전통시장,영천시장,시계및귀금속,58541341,262,53488959,5052382
YH501,4분기,발달상권,선정릉역,가구,120294744,106,102781267,17513477
YH502,4분기,발달상권,남부터미널역,가전제품,2765634765,9504,2612745739,152889026
YH503,4분기,발달상권,보라매역,시계및귀금속,1536089,68,1479822,56267
YH504,4분기,골목상권,먹골역 5번,시계및귀금속,29337447,155,27728638,1608809
YH505,4분기,전통시장,우림시장,시계및귀금속,109923343,451,86598908,23324435
YH506,4분기,골목상권,서일대학교,시계및귀금속,65358737,303,43294840,22063897
YH507,4분기,골목상권,중화역 4번,가구,15795587,89,11514236,4281351
YH508,4분기,전통시장,풍납시장,시계및귀금속,40013142,175,17932014,22081128
YH509,4분기,골목상권,연천초등학교,시계및귀금속,3920703,93,3477290,443413
YH510,4분기,전통시장,대조시장,가구,5833774,67,4831244,1002530
YH511,4분기,전통시장,충신시장,가전제품,41917266,291,41917266,0
YH512,4분기,골목상권,종암경찰서,시계및귀금속,91346680,322,32978796,58367884
YH513,4분기,전통시장,제일시장,시계및귀금속,390099022,2184,231934240,158164782
YH514,4분기,골목상권,상봉역 4번,가구,176083850,230,86762245,89321605
YH515,4분기,전통시장,뚝섬역상점가,시계및귀금속,3560192,127,3560192,0
YH516,4분기,골목상권,청량초등학교,가구,55811852,160,6691644,49120208
YH517,4분기,골목상권,응암3동주민센터,가구,46036946,121,35172810,10864136
YH518,4분기,전통시장,"중곡제일시장(중곡제일골목시장, 광성시장)",시계및귀금속,69408203,218,61529635,7878568
YH519,4분기,전통시장,공항시장,시계및귀금속,91035111,26,91035111,0
YH520,4분기,골목상권,면목동우체국,시계및귀금속,1811806,18,1811806,0
YH521,4분기,골목상권,상신초등학교입구,시계및귀금속,116856,23,116856,0
YH522,4분기,전통시장,고분다리전통시장,시계및귀금속,16736732,44,16736732,0
YH523,4분기,전통시장,성내전통시장,시계및귀금속,6666667,77,4242425,2424242
YH524,4분기,골목상권,성원중학교,가구,277823948,68,260000000,17823948
YH525,4분기,골목상권,사근동살곶이상점가,시계및귀금속,5522613,317,5522613,0
YH526,4분기,골목상권,KB국민은행 망원동지점,가구,5817147,72,4524448,1292699
YH527,4분기,전통시장,용산용문시장,시계및귀금속,4294042,44,4294042,0
YH528,4분기,전통시장,관악신사시장,가구,1876503,57,0,1876503
YH529,4분기,전통시장,낙원시장(낙원지하시장(대일상가)),가전제품,1539168614,10543,1194426894,344741720
YH530,4분기,전통시장,도곡시장,시계및귀금속,570725569,590,442352477,128373092
YH531,4분기,관광특구,동대문패션타운 관광특구,가구,3901380835,13704,2951508628,949872207
YH532,4분기,골목상권,성원중학교,가전제품,280211769,403,277763828,2447941
YH533,4분기,관광특구,강남 마이스 관광특구,가전제품,1364810577,4605,947592304,417218273
YH534,4분기,골목상권,성원중학교,시계및귀금속,73437663,184,69606925,3830738
YH535,4분기,골목상권,푸른들청소년도서관,가구,38964209,98,18420077,20544132
YH536,4분기,골목상권,마포구청역 4번,가전제품,12370045921,3882,7423313969,4946731952
YH537,4분기,골목상권,마천역(마천초등학교),가구,99150338,367,88592440,10557898
YH538,4분기,골목상권,경리단길남측,시계및귀금속,15887939,273,12600779,3287160
YH539,4분기,골목상권,등촌1동주민센터,가구,1072565936,1048,641303165,431262771
YH540,4분기,골목상권,남구로역 5번,시계및귀금속,180475766,413,139642608,40833158
YH541,4분기,골목상권,미아사거리역 3번,가구,4710946,5,4710946,0
YH542,4분기,골목상권,화곡초등학교,시계및귀금속,2720247,120,1898506,821741
YH543,4분기,골목상권,개봉1동주민센터,가전제품,23005540,92,17002770,6002770
YH544,4분기,골목상권,용산구청,시계및귀금속,19542559,193,19542559,0
YH545,4분기,골목상권,신방화역 2번,가전제품,5021283134,3124,3048676449,1972606685
YH546,4분기,골목상권,모래내우체국,가전제품,10876435343,3862,6275814264,4600621079
YH547,4분기,골목상권,천호공원(해공체육문화센터),가구,4678230,48,4678230,0
YH548,4분기,골목상권,금천구립가산도서관,시계및귀금속,1336226,57,1145336,190890
YH549,4분기,골목상권,상계2동주민센터,가구,36290988,77,30790038,5500950
YH550,4분기,골목상권,도봉산입구,시계및귀금속,82217643,301,57853639,24364004
YH551,4분기,골목상권,신대방역 3번,부동산중개업,1425285,282,1266920,158365
YH552,4분기,골목상권,덕의초등학교,시계및귀금속,15237288,111,15099019,138269
YH553,4분기,골목상권,자양동우체국,시계및귀금속,1176100,34,1176100,0
YH554,4분기,골목상권,남천초등학교,시계및귀금속,13619047,30,13619047,0
YH555,4분기,골목상권,구로4동주민센터,시계및귀금속,1466458,24,249610,1216848
YH556,4분기,골목상권,방학역 1번,시계및귀금속,21582865,69,17108063,4474802
YH557,4분기,골목상권,구로초등학교,시계및귀금속,15372357,47,8462560,6909797
YH558,4분기,골목상권,계상초등학교,시계및귀금속,13025408,56,11371761,1653647
YH559,4분기,골목상권,푸른동산공원,시계및귀금속,39000000,49,39000000,0
YH560,4분기,골목상권,마천1치안센터,가전제품,38676093,165,36166261,2509832
YH561,4분기,골목상권,문성초등학교,시계및귀금속,17503991,75,8634558,8869433
YH562,4분기,골목상권,남성역 1번,시계및귀금속,8607537,80,8462691,144846
YH563,4분기,골목상권,봉천역 4번(봉천110안전센터),가구,134000000,538,88282353,45717647
YH564,4분기,골목상권,방배역 3번,가구,183846566,123,166195379,17651187
YH565,4분기,골목상권,광운대역 1번,시계및귀금속,62156355,179,54142788,8013567
YH566,4분기,골목상권,수유동우체국,가구,6856196,90,4963290,1892906
YH567,4분기,골목상권,용두동신동아아파트,시계및귀금속,36022768,54,35992724,30044
YH568,4분기,골목상권,서울여자간호대학교,시계및귀금속,114583,21,114583,0
YH569,4분기,골목상권,석계역 2번,시계및귀금속,13671691,152,11038625,2633066
YH570,4분기,골목상권,돌곶이역 5번,시계및귀금속,21630617,72,20394408,1236209
YH571,4분기,골목상권,공릉동 국수거리,가구,121478304,125,55837732,65640572
YH572,4분기,골목상권,연신내우체국,시계및귀금속,691099,13,691099,0
YH573,4분기,골목상권,대동초등학교,시계및귀금속,2543417,44,2514182,29235
YH574,4분기,골목상권,신내1동주민센터,시계및귀금속,98565654,336,72573738,25991916
